fuente;tabla;Anio;DepartamentoCodigo;EstacionAgr;columna;n_registros;n_vacios;n_marcadores_nulo;n_ceros;n_guiones;n_faltantes_csv;n_presentes;porcentaje_faltantes
INIA;INIA;2019;2;Las Brujas;HeladaAgromet;365;0;0;344;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;HeladaMeteo;365;0;0;363;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;Heliofania(hrs);365;0;0;33;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;HeliofaniaRelativa;365;0;0;33;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;Llovio;365;0;0;258;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;Mes;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;PrecipAcum;365;0;0;258;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;PrecipEfectiva;365;0;0;258;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;RadSolar;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;RecorridoViento;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TMedia;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TMin15;365;0;0;88;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TMinSCesped;365;0;0;2;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TempAireMax;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TempAireMedia;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TempAireMin;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TempMin7p2;365;0;0;290;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;TempSC05cm(max);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSC05cm(med);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSC05cm(min);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSC10cm(max);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSC10cm(med);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSC10cm(min);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSD05cm(max);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSD05cm(med);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSD05cm(min);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSD10cm(max);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSD10cm(med);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;TempSD10cm(min);365;365;0;0;0;365;0;100,0
INIA;INIA;2019;2;Las Brujas;UnTermicasArroz;365;0;0;42;0;0;365;0,0
INIA;INIA;2019;2;Las Brujas;UnidadFrio;365;0;0;6;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;AmplitudTermica;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;Anio;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;Dia;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;EstacionAgr;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;EvapPiche;365;2;0;0;0;2;363;0,5479
INIA;INIA;2019;4;La Estanzuela;EvapTanque;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;EvapotranspPenman;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;GradosMenos10;365;42;0;1;0;42;323;11,5068
INIA;INIA;2019;4;La Estanzuela;GradosMenos10p5;365;50;0;1;0;50;315;13,6986
INIA;INIA;2019;4;La Estanzuela;GradosMenos12p8;365;92;0;1;0;92;273;25,2055
INIA;INIA;2019;4;La Estanzuela;GradosMenos4p5;365;0;0;1;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;GradosMenos6;365;8;0;1;0;8;357;2,1918
INIA;INIA;2019;4;La Estanzuela;GradosMenos7;365;13;0;1;0;13;352;3,5616
INIA;INIA;2019;4;La Estanzuela;GradosMenos8;365;22;0;0;0;22;343;6,0274
INIA;INIA;2019;4;La Estanzuela;GradosMenos9;365;30;0;2;0;30;335;8,2192
INIA;INIA;2019;4;La Estanzuela;HR100;365;0;0;213;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;HR90y99;365;0;0;73;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;HRMax;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;HRMed;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;HRMin;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;HeladaAgromet;365;0;0;341;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;HeladaMeteo;365;0;0;363;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;Heliofania(hrs);365;0;0;34;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;HeliofaniaRelativa;365;0;0;34;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;Llovio;365;0;0;254;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;Mes;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;PrecipAcum;365;0;0;254;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;PrecipEfectiva;365;0;0;254;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;RadSolar;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;RecorridoViento;365;1;0;0;0;1;364;0,274
INIA;INIA;2019;4;La Estanzuela;TMedia;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TMin15;365;0;0;105;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TMinSCesped;365;2;0;0;0;2;363;0,5479
INIA;INIA;2019;4;La Estanzuela;TempAireMax;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempAireMedia;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempAireMin;365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempMin7p2;365;0;0;299;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSC05cm(max);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSC05cm(med);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSC05cm(min);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSC10cm(max);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSC10cm(med);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSC10cm(min);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSD05cm(max);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSD05cm(med);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSD05cm(min);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSD10cm(max);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSD10cm(med);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;TempSD10cm(min);365;0;0;0;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;UnTermicasArroz;365;0;0;33;0;0;365;0,0
INIA;INIA;2019;4;La Estanzuela;UnidadFrio;365;0;0;4;0;0;365;0,0
INIA;INIA;2020;15;Salto Grande;AmplitudTermica;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;Anio;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;Dia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;EstacionAgr;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;EvapPiche;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;EvapTanque;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;EvapotranspPenman;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;GradosMenos10;366;28;0;1;0;28;338;7,6503
INIA;INIA;2020;15;Salto Grande;GradosMenos10p5;366;32;0;1;0;32;334;8,7432
INIA;INIA;2020;15;Salto Grande;GradosMenos12p8;366;66;0;2;0;66;300;18,0328
INIA;INIA;2020;15;Salto Grande;GradosMenos4p5;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;GradosMenos6;366;1;0;0;0;1;365;0,2732
INIA;INIA;2020;15;Salto Grande;GradosMenos7;366;3;0;1;0;3;363;0,8197
INIA;INIA;2020;15;Salto Grande;GradosMenos8;366;9;0;1;0;9;357;2,459
INIA;INIA;2020;15;Salto Grande;GradosMenos9;366;19;0;1;0;19;347;5,1913
INIA;INIA;2020;15;Salto Grande;HR100;366;0;0;345;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;HR90y99;366;0;0;120;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;HRMax;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;HRMed;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;HRMin;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;HeladaAgromet;366;0;0;320;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;HeladaMeteo;366;0;0;360;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;Heliofania(hrs);366;0;0;28;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;HeliofaniaRelativa;366;0;0;28;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;Llovio;366;0;0;281;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;Mes;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;PrecipAcum;366;0;0;281;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;PrecipEfectiva;366;0;0;281;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;RadSolar;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;RecorridoViento;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TMedia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TMin15;366;0;0;156;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TMinSCesped;366;0;0;2;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempAireMax;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempAireMedia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempAireMin;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempMin7p2;366;0;0;302;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSC05cm(max);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSC05cm(med);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSC05cm(min);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSC10cm(max);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSC10cm(med);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSC10cm(min);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSD05cm(max);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSD05cm(med);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSD05cm(min);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSD10cm(max);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSD10cm(med);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;TempSD10cm(min);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;UnTermicasArroz;366;0;0;29;0;0;366;0,0
INIA;INIA;2020;15;Salto Grande;UnidadFrio;366;0;0;2;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;AmplitudTermica;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;Anio;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;Dia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;EstacionAgr;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;EvapPiche;366;0;0;1;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;EvapTanque;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;EvapotranspPenman;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos10;366;35;0;2;0;35;331;9,5628
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos10p5;366;38;0;1;0;38;328;10,3825
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos12p8;366;65;0;2;0;65;301;17,7596
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos4p5;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos6;366;1;0;2;0;1;365;0,2732
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos7;366;8;0;1;0;8;358;2,1858
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos8;366;12;0;1;0;12;354;3,2787
INIA;INIA;2020;18;Tacuarembó La Magnolia;GradosMenos9;366;26;0;1;0;26;340;7,1038
INIA;INIA;2020;18;Tacuarembó La Magnolia;HR100;366;0;0;332;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;HR90y99;366;0;0;42;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;HRMax;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;HRMed;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;HRMin;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;HeladaAgromet;366;0;0;320;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;HeladaMeteo;366;0;0;364;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;Heliofania(hrs);366;0;0;29;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;HeliofaniaRelativa;366;0;0;29;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;Llovio;366;0;0;297;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;Mes;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;PrecipAcum;366;0;0;297;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;PrecipEfectiva;366;0;0;297;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;RadSolar;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;RecorridoViento;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;TMedia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;TMin15;366;0;0;139;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;TMinSCesped;366;3;0;1;0;3;363;0,8197
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempAireMax;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempAireMedia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempAireMin;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempMin7p2;366;0;0;298;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSC05cm(max);366;136;0;0;0;136;230;37,1585
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSC05cm(med);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSC05cm(min);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSC10cm(max);366;136;0;0;0;136;230;37,1585
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSC10cm(med);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSC10cm(min);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSD05cm(max);366;136;0;0;0;136;230;37,1585
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSD05cm(med);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSD05cm(min);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSD10cm(max);366;136;0;0;0;136;230;37,1585
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSD10cm(med);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;TempSD10cm(min);366;137;0;0;0;137;229;37,4317
INIA;INIA;2020;18;Tacuarembó La Magnolia;UnTermicasArroz;366;0;0;33;0;0;366;0,0
INIA;INIA;2020;18;Tacuarembó La Magnolia;UnidadFrio;366;0;0;8;0;0;366;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;AmplitudTermica;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;Anio;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;Dia;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;EstacionAgr;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;EvapPiche;166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;EvapTanque;166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;EvapotranspPenman;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos10;166;19;0;0;0;19;147;11,4458
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos10p5;166;22;0;1;0;22;144;13,253
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos12p8;166;37;0;0;0;37;129;22,2892
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos4p5;166;2;0;0;0;2;164;1,2048
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos6;166;4;0;1;0;4;162;2,4096
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos7;166;6;0;0;0;6;160;3,6145
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos8;166;11;0;0;0;11;155;6,6265
INIA;INIA;2020;18;Tacuaremnó Glencore;GradosMenos9;166;16;0;0;0;16;150;9,6386
INIA;INIA;2020;18;Tacuaremnó Glencore;HR100;166;0;0;165;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;HR90y99;166;0;0;44;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;HRMax;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;HRMed;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;HRMin;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;HeladaAgromet;166;0;0;141;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;HeladaMeteo;166;0;0;157;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;Heliofania(hrs);166;0;0;15;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;HeliofaniaRelativa;166;0;0;15;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;Llovio;166;0;0;125;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;Mes;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;PrecipAcum;166;0;0;125;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;PrecipEfectiva;166;0;0;125;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;RadSolar;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;RecorridoViento;166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TMedia;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TMin15;166;0;0;47;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TMinSCesped;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempAireMax;166;4;0;0;0;4;162;2,4096
INIA;INIA;2020;18;Tacuaremnó Glencore;TempAireMedia;166;0;0;0;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempAireMin;166;4;0;0;0;4;162;2,4096
INIA;INIA;2020;18;Tacuaremnó Glencore;TempMin7p2;166;0;0;1;0;0;166;0,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSC05cm(max);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSC05cm(med);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSC05cm(min);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSC10cm(max);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSC10cm(med);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSC10cm(min);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSD05cm(max);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSD05cm(med);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSD05cm(min);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSD10cm(max);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSD10cm(med);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;TempSD10cm(min);166;166;0;0;0;166;0;100,0
INIA;INIA;2020;18;Tacuaremnó Glencore;UnTermicasArroz;166;4;0;22;0;4;162;2,4096
INIA;INIA;2020;18;Tacuaremnó Glencore;UnidadFrio;166;0;0;117;0;0;166;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;AmplitudTermica;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;Anio;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;Dia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;EstacionAgr;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;EvapPiche;366;0;0;1;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;EvapTanque;366;0;0;3;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;EvapotranspPenman;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos10;366;48;0;0;0;48;318;13,1148
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos10p5;366;52;0;1;0;52;314;14,2077
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos12p8;366;86;0;0;0;86;280;23,4973
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos4p5;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos6;366;5;0;2;0;5;361;1,3661
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos7;366;10;0;0;0;10;356;2,7322
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos8;366;14;0;3;0;14;352;3,8251
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;GradosMenos9;366;31;0;1;0;31;335;8,4699
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HR100;366;0;0;287;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HR90y99;366;0;0;5;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HRMax;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HRMed;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HRMin;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HeladaAgromet;366;0;0;328;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HeladaMeteo;366;0;0;355;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;Heliofania(hrs);366;0;0;31;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;HeliofaniaRelativa;366;0;0;31;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;Llovio;366;0;0;264;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;Mes;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;PrecipAcum;366;0;0;264;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;PrecipEfectiva;366;0;0;264;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;RadSolar;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;RecorridoViento;366;1;0;0;0;1;365;0,2732
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TMedia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TMin15;366;0;0;99;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TMinSCesped;366;1;0;1;0;1;365;0,2732
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TempAireMax;366;2;0;0;0;2;364;0,5464
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TempAireMedia;366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TempAireMin;366;0;0;1;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TempMin7p2;366;0;0;271;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TempSC05cm(max);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TempSC05cm(med);366;0;0;0;0;0;366;0,0
INIA;INIA;2020;19;Treinta y Tres Paso de la Laguna;TempSC05cm(min);366;0;0;0;0;0;366;0,0
